course_id,course_title,subject,level,num_subscribers,num_reviews,price,content_duration,combined_features
646906,playing piano play chords and popular pieces vol.i,musical instruments,beginner level,1987,7,100,3.0,playing piano play chords and popular pieces vol.i musical instruments beginner level
783292,guitar chord riot learn to play guitar like a guitar jedi,musical instruments,intermediate level,1052,6,75,0.5,guitar chord riot learn to play guitar like a guitar jedi musical instruments intermediate level
515262,guitar learn 12 must know beginner rock guitar riffs,musical instruments,beginner level,1548,10,50,2.0,guitar learn 12 must know beginner rock guitar riffs musical instruments beginner level
147404,guitar fretboard mastery for the blues guitarist,musical instruments,all levels,257,6,20,1.0,guitar fretboard mastery for the blues guitarist musical instruments all levels
260900,quick easy piano chords play more songs with more chords,musical instruments,beginner level,1818,4,55,2.5,quick easy piano chords play more songs with more chords musical instruments beginner level
563650,instant harmonica play scarborough fair in 8 easy lectures,musical instruments,beginner level,543,4,40,1.0,instant harmonica play scarborough fair in 8 easy lectures musical instruments beginner level
743674,piano with willie blues n boogie vol. 2,musical instruments,intermediate level,95,8,40,2.5,piano with willie blues n boogie vol. 2 musical instruments intermediate level
71912,have fun with beginner blues piano,musical instruments,all levels,321,24,75,2.5,have fun with beginner blues piano musical instruments all levels
1186514,learn to play harp beginners course,musical instruments,beginner level,408,7,0,0.6833333333333333,learn to play harp beginners course musical instruments beginner level
1104494,instant harmonica play this classic 8 bar blues tune,musical instruments,all levels,43,4,40,1.0,instant harmonica play this classic 8 bar blues tune musical instruments all levels
764534,guitar lessons learning the neck fretboard mastery,musical instruments,all levels,239,30,45,6.0,guitar lessons learning the neck fretboard mastery musical instruments all levels
808292,take your double bass drum technique to the next level,musical instruments,intermediate level,584,7,40,5.5,take your double bass drum technique to the next level musical instruments intermediate level
630734,how to play the cajon for beginners,musical instruments,all levels,144,15,30,1.5,how to play the cajon for beginners musical instruments all levels
757284,slide guitar slide soloing essentials,musical instruments,all levels,297,20,50,3.0,slide guitar slide soloing essentials musical instruments all levels
356060,learn piano #8 use augmented chord sub whole tone scales,musical instruments,all levels,1137,4,60,1.0,learn piano #8 use augmented chord sub whole tone scales musical instruments all levels
1045886,learn acoustic guitar for worship,musical instruments,beginner level,86,18,40,2.0,learn acoustic guitar for worship musical instruments beginner level
939668,learn 3 all time a r rahman hits on carnatic flute,musical instruments,intermediate level,98,18,70,2.5,learn 3 all time a r rahman hits on carnatic flute musical instruments intermediate level
873386,guitar lessons the essential beginner intermediate course,musical instruments,all levels,2566,39,0,2.0,guitar lessons the essential beginner intermediate course musical instruments all levels
933818,instant harmonica play the groovy irish washerwoman now,musical instruments,beginner level,55,8,40,1.0,instant harmonica play the groovy irish washerwoman now musical instruments beginner level
624118,music fundamentals learn beatmaking with pen tapping,musical instruments,all levels,537,2,200,2.0,music fundamentals learn beatmaking with pen tapping musical instruments all levels
149716,learn to play fernando sor s study in b minor https www.udemy.com study in b minor true 115 1403 5 9 intermediate level 43 mins 2014 01 27t20 58 16z 398746 piano the chord based system learn to play as the pros do,musical instruments,all levels,595,20,115,2.0,learn to play fernando sor s study in b minor https www.udemy.com study in b minor true 115 1403 5 9 intermediate level 43 mins 2014 01 27t20 58 16z 398746 piano the chord based system learn to play as the pros do musical instruments all levels
585946,beginner guitar lessons by paul gronow,musical instruments,all levels,659,4,50,3.5,beginner guitar lessons by paul gronow musical instruments all levels
876396,guitar fretboard secrets,musical instruments,intermediate level,186,13,55,2.0,guitar fretboard secrets musical instruments intermediate level
263818,learn to play french horn beginner to pro made the easy way,musical instruments,beginner level,460,27,50,8.0,learn to play french horn beginner to pro made the easy way musical instruments beginner level
759972,150 rock guitar licks you must know,musical instruments,all levels,252,14,45,4.5,150 rock guitar licks you must know musical instruments all levels
893056,didgeridoo from zero to hero part one beginning,musical instruments,beginner level,87,11,35,3.0,didgeridoo from zero to hero part one beginning musical instruments beginner level
326428,learn piano scales play any song in any key like pro s do,musical instruments,beginner level,1720,9,50,2.5,learn piano scales play any song in any key like pro s do musical instruments beginner level
769518,instant harmonica play the groovy valens la bamba now,musical instruments,beginner level,390,4,20,0.7333333333333333,instant harmonica play the groovy valens la bamba now musical instruments beginner level
806638,blues master beginner s techniques piano course,musical instruments,all levels,2618,41,0,1.5,blues master beginner s techniques piano course musical instruments all levels
467408,how to play djembe drums rhythm. level 2,musical instruments,intermediate level,390,14,40,2.0,how to play djembe drums rhythm. level 2 musical instruments intermediate level
567558,instant harmonica play amazing grace with grace and ease,musical instruments,beginner level,496,6,40,1.0,instant harmonica play amazing grace with grace and ease musical instruments beginner level
854696,instant harmonica play amazing grace + ode to joy now,musical instruments,all levels,341,7,40,1.5,instant harmonica play amazing grace + ode to joy now musical instruments all levels
1182624,play thousands of songs on the guitar cheater chords,musical instruments,beginner level,97,5,100,1.0,play thousands of songs on the guitar cheater chords musical instruments beginner level
27681,piano improvisation from day one,musical instruments,all levels,1249,37,20,3.0,piano improvisation from day one musical instruments all levels
412970,classical guitar essentials the basics part 1,musical instruments,beginner level,861,19,65,4.5,classical guitar essentials the basics part 1 musical instruments beginner level
344234,learn piano #7 learn chromatic chords chromatic scale run,musical instruments,all levels,973,8,60,2.0,learn piano #7 learn chromatic chords chromatic scale run musical instruments all levels
692812,play all major scales by ear no notation required,musical instruments,beginner level,868,8,40,3.5,play all major scales by ear no notation required musical instruments beginner level
